Name	Latitude	Longitude	Category	Checkins
Afghan Kebab House	40.7488885748	-73.8912609984	Afghan Restaurant	250
Due Fratelli	40.749212	-73.88909499	Pizza Place	487
Richelieu Gardens	40.751270556	-73.8902332021	Residential Building (Apartment / Condo)	358
Vincent's hair salon	40.7494659424	-73.8902893066	Salon / Barbershop	6
Caislean Skerry	40.7501968384	-73.8897279148	Residential Building (Apartment / Condo)	18
Garden 75 Co-op	40.7497991513	-73.8913471264	Residential Building (Apartment / Condo)	555
Mustang Thakali Kitchen	40.74889	-73.89124478	Tibetan Restaurant	612
Food Town	40.7489755937	-73.8905145547	Supermarket	16
rdcqnz	40.750052	-73.891155	Internet Cafe	14
Modern Barber Shop	40.7493820333	-73.889207	Salon / Barbershop	60
P.S. 069 Jackson Heights	40.749258505	-73.888648433	Elementary School	557
TD Bank	40.7487515051	-73.8921064138	Bank	539
Headz Ain't Ready	40.749199605	-73.8901068804	Salon / Barbershop	106
Megna Paan Shop	40.748882	-73.891242	Food & Drink Shop	2
HSBC Bank	40.7493204457	-73.8890618523	Bank	104
Bellisimas Beauty Salon	40.7510120509	-73.8905882835	Salon / Barbershop	2
Growing Farm	40.749245	-73.889375	Farmers Market	115
Jewish Center of Jackson Heights	40.7491854534	-73.8890675942	Synagogue	102
K & S 86 Inc. Laundromat	40.749298848	-73.8894178515	Laundromat	17
Starbucks	40.74955752	-73.88739013	Coffee Shop	5634
Table Wine	40.7495406958	-73.8865813236	Wine Shop	705
Seba Seba	40.7495850544	-73.8863401594	Latin American Restaurant	1083
Espresso 77	40.7496041945	-73.889159465	Coffee Shop	594
Central Cafe	40.749626	-73.88691	Convenience Store	6
Rainbowberry Frozen Yogurt	40.7496013926	-73.8860760268	Frozen Yogurt Shop	114
US Post Office	40.7494143401	-73.88740817	Post Office	1110
The Greystones	40.7500103407	-73.8860588008	Residential Building (Apartment / Condo)	134
Frank's Pharmacy	40.7493702419	-73.8888502121	Pharmacy	101
Arunee Thai	40.7494569629	-73.8873507502	Thai Restaurant	1355
Foodtown of Jackson Heights	40.7491801425	-73.8896015928	Grocery Store	2154
Original American Chicken	40.749504	-73.887773	Fast Food Restaurant	234
The Makeup Shop	40.7494358665	-73.8870234572	Salon / Barbershop	50
Fuchsia Beauty Lounge	40.749569	-73.886639	Nail Salon	52
Woks	40.7496790547	-73.8864090635	Chinese Restaurant	192
Okawa	40.7494648872	-73.8887230782	Japanese Restaurant	179
Queens Library at Jackson Heights	40.7500218127	-73.8853238213	Library	721
Dollar Mart	40.7495208073	-73.8875574613	Miscellaneous Shop	31
Verona Court	40.7497699769	-73.8872646205	Residential Building (Apartment / Condo)	20
Signature Bank	40.7494390449	-73.8878330758	Financial or Legal Service	13
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Center Service Shoe Repair	40.7502212524	-73.8870620728	Miscellaneous Shop	1
Rehan Nazrali, Esq.	40.749768	-73.887489	Office	3
Margaritas Spa	40.7502539773	-73.8872875884	None	5
Columbus Shoe Repair	40.7494276243	-73.8871382969	Miscellaneous Shop	20
New Peking Kitchen	40.7494617787	-73.8883785616	Chinese Restaurant	479
The Nail Place On 78th	40.7496722602	-73.8882464968	Nail Salon	77
Lockwood	40.749363	-73.88826	Gift Shop	10
P.S. 069 Jackson Heights	40.749258505	-73.888648433	Elementary School	557
Lemon Farm	40.7494759267	-73.8881890773	Farmers Market	183
Happy Kitchen Japanese Restaurant	40.749634	-73.885791	Sushi Restaurant	300
City Coffee Restaurant	40.74946525	-73.8881	Diner	230
Q&Q Discounts	40.7496291212	-73.8868799074	Convenience Store	15
Ingrid's Hair & Nail Salon	40.749439	-73.887119	Spa	103
Appettito -- Russian Gourmet Market	40.7494890504	-73.8876091391	Gourmet Shop	9
Lety Bakery & Café	40.7493813628	-73.8885623039	Bakery	617
Green Corner Deli Store	40.749643	-73.8878846169	Deli / Bodega	29
80st @ 37av	40.7496760076	-73.8868741654	Building	65
Lucky Market	40.74943	-73.887041	None	34
Alina & Sofia's Jewerly	40.7496070862	-73.886680603	Jewelry Store	12
Arunee Thai 2	40.7493941633	-73.8873162983	Thai Restaurant	29
Black Tie II French Cleaners	40.74948832	-73.88639633	Laundry Service	78
Young's Laundromat	40.7496294166	-73.8881546255	Laundry Service	13
The Renaissance Charter School	40.7500292501	-73.884893168	Middle School	551
Caffé Bene	40.749711	-73.88531	Café	262
Kim's Brother	40.7495905894	-73.8861908671	Grocery Store	57
Dior Spa & Salon	40.7496726527	-73.8858807982	Spa	52
Emoji Burger	40.749582	-73.885955	Burger Joint	195
Nila's Eyebrow Center	40.7495808568	-73.8860243487	Salon / Barbershop	36
Inner Peace	40.74953	-73.88616667	Gift Shop	30
Rite Aid	40.7498523882	-73.8840835372	Pharmacy	1077
Grameen VidaSana	40.750067	-73.88389	Medical Center	6
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Nunez Dental Services	40.749935	-73.88360698	Dentist's Office	65
Taco Bell	40.74979424	-73.883376	Fast Food Restaurant	773
The Renaissance Charter School	40.7500292501	-73.884893168	Middle School	551
Jahn's	40.7496564014	-73.8850252351	Diner	1844
Georgian Hall	40.7499613923	-73.8827456293	Residential Building (Apartment / Condo)	892
Queens Library at Jackson Heights	40.7500218127	-73.8853238213	Library	721
Burger King	40.7495191084	-73.884163292	Fast Food Restaurant	622
CoCo Fresh Tea & Juice	40.748916	-73.883956	Tea Room	49
Bank Of America	40.748437	-73.884048	Bank	768
Assemblyman Francisco Moya	40.7499455	-73.8841040167	Government Building	9
Halal Cart	40.74978	-73.884415	Food Truck	1
Jackson House Diner	40.749776	-73.883692	Diner	587
Krispy Krunchy Chicken	40.749887	-73.883936	Fried Chicken Joint	35
Petland Discounts	40.7481248001	-73.8840031481	Pet Store	127
Mt. Sinai Multi Specialty Physicians	40.7498422917	-73.8838423699	Doctor's Office	498
Lens Lab Express	40.749914268	-73.8836758495	Optical Shop	12
MTA Subway - 82nd St/Jackson Heights (7)	40.7476674319	-73.8839524984	Metro Station	3887
Chase Bank	40.749266	-73.883935	Bank	959
Dentist	40.7498333996	-73.884072053	Dentist's Office	12
Nelly's Nails & More	40.7501324255	-73.8843189621	Cosmetics Shop	70
Gap Factory Store	40.748768	-73.884218	Clothing Store	187
Kennedy Fried Chicken	40.74977	-73.88413	Fried Chicken Joint	33
Banana Republic Factory	40.7492639674	-73.8842443152	Clothing Store	137
The Vitamin Shoppe	40.7498091459	-73.88444881	Health Food Store	75
Sal's Pizza	40.74987	-73.884057	Pizza Place	3
Optica Kristal	40.750017	-73.883964	Optical Shop	3
Queens Community Board 3 Office	40.750062	-73.883576	Government Building	13
Pollos a la Brasa Mario	40.7497522506	-73.8832068443	Latin American Restaurant	891
Mt Sinai	40.7498521139	-73.8840892793	Doctor's Office	72
Budds Bar	40.749769	-73.884037	Bar	2
Hallal Truck	40.7507645967	-73.8838136595	Food Truck	25
Caffé Bene	40.749711	-73.88531	Café	262
Thomas Pizza	40.7498209815	-73.88321074	Pizza Place	161
Sompong Thai	40.7494355328	-73.8832509347	Thai Restaurant	73
Barriles Restaurant and Sports bar	40.750022	-73.883236	Spanish Restaurant	35
Im^2	40.750023	-73.883849	None	6
Nueva Vida Pharmacy	40.749865	-73.883914	Pharmacy	37
Victory Pharmacy	40.749768	-73.884271	Pharmacy	4
Dr. Rafael Muñiz	40.7501759326	-73.8843821248	Dentist's Office	1
Jackson Heights Parking Garage	40.7501224289	-73.8843476724	Parking	8
Prima donna 82nd Street	40.7496447895	-73.8841868945	Accessories Store	38
GameStop	40.7489475915	-73.8842153549	Video Game Store	592
Dr. Juice	40.7498522369	-73.8837390124	Juice Bar	21
Family Dental Center	40.749395	-73.88425	Dentist's Office	2
Taironas Joyeria	40.7500139863	-73.8845314185	Jewelry Store	2
Capital One Bank	40.7494677763	-73.8845680654	Bank	316
Hombres Lounge	40.7499554458	-73.8808250427	Gay Bar	1709
C-Town Supermarkets	40.74999233	-73.88102842	Grocery Store	402
La Gran Uruguaya Bakery	40.7499670443	-73.8813100957	Bakery	875
Hombres Lounge	40.7499554458	-73.8808250427	Gay Bar	1709
Bagel Cafe @ Jackson Heights	40.750062	-73.88059	Deli / Bodega	308
La Nueva Bakery	40.7501519033	-73.8802592784	South American Restaurant	1055
JH Laundromat	40.7501641846	-73.8810516985	Laundromat	254
Oceanic Boil	40.7499105574	-73.8818785682	Cajun / Creole Restaurant	100
Colony Wines & Liqours	40.750234	-73.88095911	Liquor Store	211
Noah's Ark Pet Clinic	40.7499870404	-73.881470876	Doctor's Office	55
bachue resturant and bar	40.750078	-73.880439	Latin American Restaurant	92
Tomo Japanese Cuisine	40.7501411337	-73.8802937315	Sushi Restaurant	907
genius juice bar	40.750169	-73.880775	Juice Bar	4
Babel Exhibit	40.7499554458	-73.8811683655	Art Gallery	2
Sac's Place	40.75017	-73.88	Pizza Place	45
Slim's Bagels II	40.749997	-73.880673	Bagel Shop	97
Saw Shack	40.749944	-73.881827	Asian Restaurant	188
La Picada Azuaya	40.7501400333	-73.881775	Spanish Restaurant	58
Ho Flowers and Plants	40.7501830237	-73.8817691803	Flower Shop	2
Don Alex Restaurant	40.749945	-73.882139	Peruvian Restaurant	211
El Chivito D' Oro	40.7498497844	-73.8823270798	South American Restaurant	1245
Smiling Village Dentistry P.L.L.C	40.7502568439	-73.8805865827	Dentist's Office	19
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Urubamba	40.7500909831	-73.8797252543	Peruvian Restaurant	1337
hair design by Fernando	40.75029	-73.880776	Health & Beauty Service	1
Downtown Natural Market	40.7500072815	-73.8822345805	Grocery Store	189
Listo el Pollo	40.74994	-73.880431	South American Restaurant	389
Grocery Store	40.7501339363	-73.8804430282	None	4
Barriles	40.750106	-73.879854	Sports Bar	14
Westside Apt.	40.7500415	-73.8814103	None	11
Willo's Barbershop	40.750117	-73.880385	Salon / Barbershop	22
Eneida Agosto	40.749524	-73.881284	Doctor's Office	3
La Estancia	40.75015	-73.88033	Food	1
Leonardo Maciel Salon	40.7501700585	-73.8803856064	Salon / Barbershop	13
Marcos' Barber Shop	40.7500987492	-73.8803741221	None	19
OLGITA'S NAIL SALON	40.7499580017	-73.880402833	Nail Salon	4
Cambridge Court	40.749193	-73.880508	Residential Building (Apartment / Condo)	23
U Dzika	40.750181	-73.880488	Eastern European Restaurant	4
Urabamba	40.750189	-73.879723	Peruvian Restaurant	4
Las Margaritas	40.7498429305	-73.882544	Latin American Restaurant	1213
Jackson Heights Vision Center	40.7499780428	-73.8825446552	Optical Shop	40
China King Restaurant	40.7500747417	-73.8817752097	Chinese Restaurant	54
84th Street Medical PC	40.75018	-73.88235	Doctor's Office	3
Dr Martinez	40.7497711182	-73.8803329468	Doctor's Office	1
Esthetiques Salon	40.750048	-73.881712	Salon / Barbershop	18
Kelly Cleaners	40.7500801086	-73.8820114136	Laundry Service	15
Reigonal Thai 22nd St	40.750463	-73.880806	Thai Restaurant	1
Georgian Hall	40.7499613923	-73.8827456293	Residential Building (Apartment / Condo)	892
Barriles Restaurant and Sports bar	40.750022	-73.883236	Spanish Restaurant	35
86th Street Properties	40.749746	-73.880347	Real Estate Office	10
E and B Colony Wines Limited	40.750099	-73.882401	Wine Bar	1
New Sing Sheng Kitchen	40.750308	-73.877549	Chinese Restaurant	66
La Gata Golosa Bakery	40.7504815877	-73.8778992255	South American Restaurant	440
Trade Fair	40.7504854944	-73.8775604321	Supermarket	1102
The Laundromat	40.750378257	-73.8781116889	Laundry Service	125
La Abundancia	40.7504839483	-73.8779566481	Bakery	123
99 & up Discount	40.7499699524	-73.8772446073	Miscellaneous Shop	11
MTA Subway - 90th St/Elmhurst Ave (7)	40.7483948907	-73.8764047623	Metro Station	6820
Threading Buzz	40.7504665082	-73.8773824218	Spa	121
lucky nails spa & more	40.7504016381	-73.8785251304	Nail Salon	21
Associated Supermarket	40.7488590261	-73.8768656168	Supermarket	491
Carniceria HispanoAmericana	40.750426054	-73.87704593	Latin American Restaurant	63
Centro Medico Latino	40.7500207325	-73.878301183	None	6
Dunkin' Donuts	40.7483316612	-73.8770378853	Donut Shop	1074
Little Caesars Pizza	40.7480515954	-73.8795472459	Pizza Place	382
Antojitos Mexicanos Tia Julia	40.7496872175	-73.8785997795	Food Truck	52
D&S Dental, P.C.	40.7496059834	-73.8766610029	Dentist's Office	10
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
37-52 89th Street	40.749001	-73.877594	Residential Building (Apartment / Condo)	8
Brisas Del Valle	40.750562	-73.87638	South American Restaurant	11
Mayuli Multiservices	40.7504796339	-73.8781805958	Building	16
Jackson Heights Supply	40.7505831673	-73.8778188339	Hardware Store	28
Fawn's Wines and Liquors	40.7505061948	-73.8782207916	Liquor Store	49
Planet Fitness	40.74821	-73.88002	Gym	527
Lopez Barbershop	40.7505048986	-73.8773192568	Salon / Barbershop	14
Fawns Wine & Liquors	40.7506958582	-73.8777269578	Winery	5
Queen Mary Anne Building	40.7522060154	-73.8783988011	Building	351
Rite Aid	40.7483872	-73.8747115	Pharmacy	505
Hombres Lounge	40.7499554458	-73.8808250427	Gay Bar	1709
Tomo Japanese Cuisine	40.7501411337	-73.8802937315	Sushi Restaurant	907
Exclusive Barbershop	40.750645	-73.876555	Salon / Barbershop	147
Urubamba	40.7500909831	-73.8797252543	Peruvian Restaurant	1337
La 90 Bakery	40.7502606802	-73.8768426476	Bakery	92
Comuni Acupuncture ( Queens Acupuncture )	40.749178	-73.8756808	Acupuncturist	102
Sac's Place	40.75017	-73.88	Pizza Place	45
Kazalas Paint	40.7506309207	-73.8762626758	Hardware Store	47
5 Star Barber Shop	40.7505897738	-73.8762397066	Salon / Barbershop	72
99¢ JFA Discount Center	40.7505571341	-73.8770264007	Convenience Store	10
La Casa del Pollo	40.748172	-73.878901	Latin American Restaurant	430
Venus & Dalila Pet Spa/ Dog Grooming	40.7505731554	-73.8764047623	Pet Service	2
Kingdom Hall of Jehovahs Witness in 92st 25th Ave	40.7493077553	-73.877709731	Kingdom Hall	4
Xtreme Hair Salon	40.75049425	-73.8784770333	Salon / Barbershop	30
Associated Marketplace	40.7487869263	-73.8765945435	Grocery Store	17
Tacos Al Suadero	40.7488338005	-73.8765335083	Mexican Restaurant	360
La Nueva Bakery	40.7501519033	-73.8802592784	South American Restaurant	1055
Farmers Kitchen	40.75066	-73.87621	American Restaurant	6
Mi Tierra Linda Restaurant	40.7489079699	-73.8773996486	Mexican Restaurant	3
La Ecuatoriana Grocery	40.750474	-73.87867	Deli / Bodega	1
El Toro Bravo	40.7483522581	-73.8784045434	Mexican Restaurant	38
Venus & Dalila Pet Spa	40.750469	-73.876423	Pet Service	74
Cosmo Hair Design	40.7509539443	-73.8772044114	Salon / Barbershop	2
Las Americas/JM Bakery	40.7508740527	-73.8739370291	Bakery	186
MTA Subway - 90th St/Elmhurst Ave (7)	40.7483948907	-73.8764047623	Metro Station	6820
Barzola	40.750732	-73.87444	South American Restaurant	613
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Botanica La Milagrosa	40.7502166185	-73.8749419416	Temple	7
Catholic Charities Neighborhood Services	40.7507434889	-73.8750912424	Doctor's Office	106
Farmers Kitchen	40.75066	-73.87621	American Restaurant	6
Associated Marketplace	40.7487869263	-73.8765945435	Grocery Store	17
JH Super Laundry	40.751151	-73.872989	Laundry Service	162
QQ Shop Inc	40.7516898669	-73.8735810017	Baby Store	9
Max Bakery	40.7498408835	-73.8748500641	Bakery	17
La Ruana Paisa Colombian Restaurant	40.7507852505	-73.8748443217	South American Restaurant	222
Pollos A La Brasa Salas	40.750749	-73.874822	American Restaurant	1
Rite Aid	40.7483872	-73.8747115	Pharmacy	505
Comuni Acupuncture ( Queens Acupuncture )	40.749178	-73.8756808	Acupuncturist	102
Molcajete	40.74903	-73.87404	None	18
Bayside prima dental	40.7498376	-73.8746425	Dentist's Office	4
International Pediatric Plus, PPLC	40.7498090713	-73.8746950207	Medical Center	3
Azoguenita Bakery & Restaurant	40.750825	-73.875056	None	15
Junction Blvd	40.7491743577	-73.8694751556	Miscellaneous Shop	1184
Medusa Salon	40.7507465468	-73.8736958493	Salon / Barbershop	9
Neti Systems	40.749797821	-73.8750152588	Electronics Store	2
Doctor Roman Office	40.749103	-73.875444	Doctor's Office	3
Elmhurst, NY	40.7412865549	-73.8799951376	Neighborhood	18472
Sammy's Halal Food	40.749710083	-73.8750610352	Food Truck	4
Staples	40.748602	-73.872662	Paper / Office Supplies Store	1124
Tu s'tilo	40.7508744098	-73.8738853477	Salon / Barbershop	40
Dr. Carolina Office	40.748972	-73.875673	Doctor's Office	5
Mis Amigos	40.7510146739	-73.8735867441	Convenience Store	46
B'Aires Bakery	40.7485303573	-73.8763430681	Bakery	291
5 Star Barber Shop	40.7505897738	-73.8762397066	Salon / Barbershop	72
Youngworld	40.7501622856	-73.8730297323	Kids Store	8
Tacos Morelos	40.7510670883	-73.8728344906	Taco Place	62
N & D Dental Center	40.7487407243	-73.874407903	Dentist's Office	17
La Risaralda Corp.	40.7504535849	-73.8759525912	None	29
Elmhurst Avenue Diagnostics	40.748947	-73.87587	Medical Center	6
Kazalas Paint	40.7506309207	-73.8762626758	Hardware Store	47
Basement JH 90st	40.7494444742	-73.8745974007	None	18
La Puntilla Bar & Restaurant	40.7507515972	-73.8753209358	Latin American Restaurant	61
Gulf Gas Station	40.7487359041	-73.8749936226	Gas Station	71
Veyta's Bakery Cafe	40.7487946005	-73.874683536	Bakery	10
Dr. Jaime Roman	40.749047	-73.875704	Doctor's Office	9
Tacos Al Suadero	40.7488338005	-73.8765335083	Mexican Restaurant	360
Va Sean Brielle Nail Boutique	40.7489727303	-73.8735120931	Nail Salon	43
Nuevo Tacos Al Suadero	40.7488367357	-73.8723349009	Mexican Restaurant	224
Quick Stop & Shop Deli Grocery	40.750665	-73.875095	Deli / Bodega	5
YI Lee	40.75117	-73.874277	Miscellaneous Shop	46
Pachas Coffee Shop	40.751029	-73.87317	Coffee Shop	122
Dr. Maria D. Herrera	40.7491136402	-73.8757056716	Dentist's Office	20
J & B Wine & Liquor	40.7516807318	-73.8734833812	Winery	17
Nuevo Tacos Al Suadero	40.7488367357	-73.8723349009	Mexican Restaurant	224
Puebla Food & Bar Restaurant	40.749071	-73.870882	Mexican Restaurant	11
Junction Blvd	40.7491743577	-73.8694751556	Miscellaneous Shop	1184
East Elmhurst, NY	40.7612683753	-73.8652253151	Neighborhood	4278
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Chase Bank	40.750769	-73.870033	Bank	759
Dunkin Donuts	40.7510517798	-73.8722889615	Coffee Shop	123
MTA Subway - Junction Blvd (7)	40.7491426613	-73.8695812225	Metro Station	8270
Sarku Japan Express	40.7510109572	-73.8704858334	Japanese Restaurant	270
Bella Puebla	40.7489352442	-73.8720994616	Mexican Restaurant	103
Tortorelli Immigration Law Center, PLLC	40.749085	-73.871309	Office	6
McDonald's	40.7510292331	-73.8705030608	Fast Food Restaurant	526
Chiflez	40.749077	-73.871113	Latin American Restaurant	42
Rite Aid	40.751242	-73.871001	Pharmacy	460
Game star Communications Inc.	40.750111	-73.870027	Video Game Store	17
El Jardin De China	40.7506755838	-73.8700896023	Chinese Restaurant	1343
Samurai Japan	40.748979432	-73.8711864138	Japanese Restaurant	19
DQ Grill and Chill	40.7505073088	-73.8703193016	Fast Food Restaurant	200
Staples	40.748602	-73.872662	Paper / Office Supplies Store	1124
GameStop	40.7511639723	-73.8708763211	Video Game Store	33
AT&T	40.75099516	-73.8708252	Mobile Phone Shop	148
Baby Blue	40.7503034213	-73.8701585121	Women's Store	35
Point	40.748866175	-73.8720133252	Women's Store	6
MTA Subway - 90th St/Elmhurst Ave (7)	40.7483948907	-73.8764047623	Metro Station	6820
Tacos Morelos	40.7510670883	-73.8728344906	Taco Place	62
Young World	40.7505985398	-73.8701987095	Kids Store	20
アットホーム Y&Y	40.750399	-73.871531	Boarding House	5
PS19 Q	40.7485327959	-73.8663397243	School	623
Youngworld	40.7501622856	-73.8730297323	Kids Store	8
Corona Barbershop Plus	40.7510283062	-73.8726496696	Salon / Barbershop	754
Rainbow Apparel	40.7503003456	-73.8703193016	Clothing Store	44
Mi Pequeno El Salvador Restaurant	40.750926	-73.872571	Latin American Restaurant	749
Elmhurst, NY	40.7412865549	-73.8799951376	Neighborhood	18472
Martiniello's Pizzeria	40.7488303	-73.870852	Italian Restaurant	57
Dunkin' Donuts	40.7494425588	-73.8696818855	Donut Shop	624
Dream Pizza	40.7500913048	-73.869687628	Italian Restaurant	105
Uncle Sams Club	40.748578	-73.870873	Other Nightlife	122
Perfumeria International	40.7489693696	-73.8705317731	Jewelry Store	80
Corona Vision	40.7499104834	-73.869745053	Eye Doctor	147
la cascada	40.7494087219	-73.8716278076	Peruvian Restaurant	2
El Guayaquileño	40.7492161068	-73.8699747526	Food Truck	44
Pachas Coffee Shop	40.751029	-73.87317	Coffee Shop	122
La Abundancia Bakery & Restaurant	40.7515251571	-73.8709165183	Bakery	97
El Pollo Loco	40.7487985833	-73.8729891286	Fried Chicken Joint	22
Jing Fu House	40.7490317892	-73.8698886153	Chinese Restaurant	126
La Otra Sports Bar	40.751158	-73.872943	Bar	7
Cafe 2000	40.748874	-73.869271	Coffee Shop	148
Marco A. Garcia, M.D.	40.748040473	-73.8708590937	Doctor's Office	31
Bella Pizza	40.750999	-73.872794	Pizza Place	51
New York Food Market	40.748997	-73.870738	Bagel Shop	3
MTA Subway - 65th St (M/R)	40.7492211057	-73.8973874708	Metro Station	2037
Woodside, NY	40.7448409357	-73.9003903482	Neighborhood	23251
Food Dynasty	40.745879056	-73.9015960795	Grocery Store	486
Woodside Court Condominiums	40.747337	-73.902207	Residential Building (Apartment / Condo)	69
Thailand's Center Point	40.7464958353	-73.9002410667	Thai Restaurant	746
SriPraPhai Thai Restaurant	40.7463590507	-73.8992649923	Thai Restaurant	15323
39th Ave Laundromat	40.746504	-73.900402	Laundromat	9
MTA Subway - 61st St/Woodside (7)	40.74563826	-73.9031290699	Metro Station	15638
New Style Unisex Salon & Spa	40.7465780418	-73.9008381921	Salon / Barbershop	9
Nails Spa	40.747606489	-73.8997759966	Nail Salon	2
Paleewong Trading	40.7478974858	-73.8997013556	Office	19
Superior Driving School	40.7464788	-73.9006894	Driving School	37
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
La Boom Lounge	40.74658562	-73.9012630688	Bar	30
Empanadas Monumental	40.74856808	-73.8986563788	Empanada Restaurant	29
3 Aunties Thai Market	40.746292	-73.89959	Market	9
Red Ribbon	40.7459958	-73.8990084	Bakery	3771
Jollibee	40.745898726	-73.9009817316	Fast Food Restaurant	9276
Inthira Thai Market	40.74635205	-73.89962165	Gourmet Shop	118
LIRR - Woodside Station	40.7457254116	-73.9030199811	Train Station	30368
Casa Del Chef	40.7462014603	-73.8999654697	American Restaurant	169
House of Inasal	40.7461123662	-73.8985989623	Filipino Restaurant	834
Roosevelt Medical group	40.7479918867	-73.9004190562	Doctor's Office	14
Molly Malone's Irish Pub	40.747036622	-73.8994487243	None	5
El Sabroso Coffee Shop	40.745907	-73.899794	South American Restaurant	14
Sam's Hardware	40.746462	-73.899447	Hardware Store	17
Izalco	40.7460339915	-73.8997128388	Latin American Restaurant	250
Sonam	40.746997	-73.901274	Residential Building (Apartment / Condo)	8
Cafe Con Amor	40.7460982938	-73.8992937005	American Restaurant	109
Katii Thai Products	40.746539	-73.899562	Grocery Store	3
99Cents Paradise	40.7459145784	-73.9010059834	Miscellaneous Shop	49
Discount Liquors	40.7459720866	-73.9007061357	Liquor Store	17
Bambina's Hair Salon	40.7461022979	-73.8992592507	Salon / Barbershop	44
City travel	40.7463722268	-73.9003042243	Tourist Information Center	3
Perfect Body Day Spa	40.7466012287	-73.9005568544	Salon / Barbershop	11
Skin Station, Queens	40.7459076802	-73.8991069794	Spa	211
Blue Cups Cafe	40.7473865844	-73.9026180745	Coffee Shop	161
Hair Top Nail Spa	40.746078	-73.899238	Health & Beauty Service	5
Robin Grocery & News Inc	40.7466676711	-73.8999277353	Convenience Store	3
Dr. Rico Perez	40.74622852	-73.898421	Pharmacy	9
Himalayan Mini Mart	40.7463508779	-73.8996898724	Deli / Bodega	98
La Abundancia	40.749792586	-73.8987712117	Arepa Restaurant	298
RMR Pharmacy	40.746716	-73.899623	Pharmacy	1
Rafolin Co-op	40.7470181786	-73.8975367546	Residential Building (Apartment / Condo)	205
T-Mobile	40.746045205	-73.900005661	Electronics Store	44
El Rincon Peruano	40.7459373474	-73.899810791	Peruvian Restaurant	42
Benjamin Moore	40.7460883418	-73.8987367618	Hardware Store	27
koeachdom	40.746467	-73.900178	None	12
Mise-en-Scene Productions	40.746466	-73.900175	Office	6
One To One Physical Therapy	40.746444	-73.899461	Medical Center	1
Woodside, NY	40.7448409357	-73.9003903482	Neighborhood	23251
MTA Subway - 69th St (7)	40.7462490676	-73.8963603973	Metro Station	3107
Dunkin Donuts	40.74629	-73.89585	Coffee Shop	99
Mannat Fashions By Rahul	40.7481504696	-73.8970487112	Boutique	14
Krystal's Cafe	40.7462170597	-73.896193197	Filipino Restaurant	5576
Johnny Air Plus	40.7462868864	-73.8960726209	Office	394
MTA Subway - 65th St (M/R)	40.7492211057	-73.8973874708	Metro Station	2037
Pollos A La Brassa Marion	40.7463076985	-73.8963309982	Latin American Restaurant	440
Red Ribbon	40.7459958	-73.8990084	Bakery	3771
69 Lounge	40.7465300563	-73.8962161639	Bar	66
Gwapa Beauty Salon	40.7468192177	-73.8966238254	Nail Salon	19
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Horizon II Gym	40.74733	-73.897039	Gym / Fitness Center	9
Ihawan	40.7461630181	-73.8955501235	Filipino Restaurant	4191
Sammy's Halal Cart	40.7305191798	-74.0015710429	Food Truck	2285
Rafolin Co-op	40.7470181786	-73.8975367546	Residential Building (Apartment / Condo)	205
Renee's Kitchenette & Grille	40.7462708	-73.895899	Filipino Restaurant	2202
Promdi Kitchen & Bar	40.7463331375	-73.8956305078	Filipino Restaurant	123
City of New York: Central Park - Design & Construction	40.7481152159	-73.895923336	Office	59
Phil-Am Market	40.7462742177	-73.8955673487	Grocery Store	1879
Macro International Cargo	40.746452	-73.895676	Distribution Center	7
Busdorf Services	40.748228	-73.896613	Miscellaneous Shop	25
daro's pizza & chicken woodside queens	40.7461667119	-73.896997036	Pizza Place	126
LBC	40.7462986517	-73.8976630715	Shipping Store	13
SriPraPhai Thai Restaurant	40.7463590507	-73.8992649923	Thai Restaurant	15323
Kabayan	40.7464391058	-73.8956308365	Filipino Restaurant	39
69 Street (Q47)	40.746172	-73.896378	Bus Line	85
Fritzie's Bake Shop	40.7461804	-73.895909	Filipino Restaurant	602
Don's Professional Services, LLC	40.746678	-73.896428	Office	4
Tawa Food	40.7475818131	-73.8938792707	Asian Restaurant	249
Perlas	40.7463884055	-73.895883144	Filipino Restaurant	207
Juan Grocery	40.7494010825	-73.8978353216	Deli / Bodega	193
El Trono De Mexico	40.7465667725	-73.8963241577	Dive Bar	3
Masjid Fatima	40.7484761604	-73.8976745548	Community Center	1
Laundromat 68th St	40.746172	-73.897406	Laundry Service	57
FRS Philippine Freight Services	40.74646	-73.89597072	Post Office	24
Lucho's Place	40.746526	-73.896152	Gay Bar	126
Bangladesh Plaza	40.7482531171	-73.8969568441	Salon / Barbershop	3
Cartoon Network HQ	40.746884126	-73.8958142432	Building	5
82 street / Roosevelt ave	40.7472222465	-73.8874655897	Intersection	21
Kababish	40.7476763008	-73.893896496	Indian Restaurant	403
Crystal Lake	40.748990433	-73.8967903348	Lake	28
Iglesia Universal IURD	40.7467264356	-73.8967903348	Housing Development	5
